CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,16:00,BRONX,10458,,,,SOUTHERN BOULEVARD              ,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing Too Closely,,,,3542668,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,16:15,QUEENS,11370,40.7672,-73.887825,"(40.7672, -73.887825)",DITMARS BOULEVARD               ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543088,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,18:25,BROOKLYN,11208,40.679916,-73.867424,"(40.679916, -73.867424)",,,105       SHERIDAN AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3543076,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,19:25,MANHATTAN,10023,40.77741,-73.978806,"(40.77741, -73.978806)",WEST 72 STREET                  ,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542769,Bike,Sedan,,,
10/18/2016,18:45,,,,,,JAMAICA AVENUE                  ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3543263,Sedan,Sedan,,,
10/18/2016,22:10,MANHATTAN,10016,40.743423,-73.984024,"(40.743423, -73.984024)",,,404       PARK AVENUE SOUTH             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3545094,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:10,STATEN ISLAND,10312,40.529842,-74.19224,"(40.529842, -74.19224)",ANDROVETTE AVENUE               ,BILLIOU STREET,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unsafe Speed,,,,3542598,Sedan,Sedan,,,
10/18/2016,14:30,BROOKLYN,11214,40.608746,-74.003494,"(40.608746, -74.003494)",BAY 16 STREET                   ,85 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3543117,Bike,,,,
10/18/2016,9:30,,,40.65183,-74.003334,"(40.65183, -74.003334)",38 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542465,Sedan,Sedan,,,
10/18/2016,15:00,QUEENS,11368,40.750183,-73.86799,"(40.750183, -73.86799)",98 STREET                       ,38 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542946,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,13:35,,,40.759724,-73.78322,"(40.759724, -73.78322)",201 STREET                      ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542588,Sedan,Sedan,,,
10/18/2016,20:15,BROOKLYN,11211,40.71121,-73.95893,"(40.71121, -73.95893)",,,213       SOUTH 3 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,3542830,Sedan,Sedan,,,
10/18/2016,12:15,QUEENS,11354,40.762592,-73.831764,"(40.762592, -73.831764)",,,36-22     MAIN STREET                   ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542531,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,6:49,BROOKLYN,11239,40.658005,-73.87408,"(40.658005, -73.87408)",LINWOOD STREET                  ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543096,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,17:45,STATEN ISLAND,10312,40.545395,-74.16575,"(40.545395, -74.16575)",RICHMOND AVENUE                 ,WILSON AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3543484,Sedan,Sedan,,,
10/18/2016,20:40,QUEENS,11360,40.788555,-73.78234,"(40.788555, -73.78234)",BELL BOULEVARD                  ,212 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3542775,Sedan,Pick-up Truck,,,
10/18/2016,8:30,,,40.633823,-74.146095,"(40.633823, -74.146095)",,,166       MORNINGSTAR ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542832,Sedan,TRUCK,,,
10/18/2016,17:20,QUEENS,11433,40.70291,-73.780876,"(40.70291, -73.780876)",106 AVENUE                      ,177 STREET,,1,0,1,0,0,0,0,0,,,,,,3542730,Sedan,,,,
10/18/2016,16:44,STATEN ISLAND,10301,40.623055,-74.11327,"(40.623055, -74.11327)",BROADWAY                        ,CLOVE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3544261,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:22,BROOKLYN,11201,40.696033,-73.98453,"(40.696033, -73.98453)",TILLARY STREET                  ,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,,,,3543021,Sedan,Sedan,,,
10/18/2016,9:40,BRONX,10467,40.883575,-73.86281,"(40.883575, -73.86281)",EAST 219 STREET                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542464,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,21:23,MANHATTAN,10001,40.747204,-73.99711,"(40.747204, -73.99711)",WEST 26 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543139,Sedan,Sedan,,,
10/18/2016,6:45,,,40.660946,-73.96067,"(40.660946, -73.96067)",FLATBUSH AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542478,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,14:30,QUEENS,11428,40.71469,-73.7511,"(40.71469, -73.7511)",,,209-20    JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542713,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,23:25,,,40.833843,-73.9385,"(40.833843, -73.9385)",,,EDGECOMBE AVENUE                        ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3543008,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
10/18/2016,10:45,,,40.765545,-73.95471,"(40.765545, -73.95471)",YORK AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3546070,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,20:18,,,40.557407,-74.180984,"(40.557407, -74.180984)",ERIKA LOOP                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543490,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,17:00,BROOKLYN,11235,40.576385,-73.96718,"(40.576385, -73.96718)",BRIGHTON BEACH AVENUE           ,BRIGHTON 1 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542642,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:55,QUEENS,11423,40.72106,-73.75945,"(40.72106, -73.75945)",HILLSIDE AVENUE                 ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542754,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,5:40,,,40.738728,-73.7242,"(40.738728, -73.7242)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542376,Sedan,Sedan,,,
10/18/2016,18:30,,,40.72709,-73.991554,"(40.72709, -73.991554)",EAST 4 STREET                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543661,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,13:10,QUEENS,11368,40.74895,-73.854485,"(40.74895, -73.854485)",111 STREET                      ,44 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3542484,Sedan,Bike,,,
10/18/2016,15:55,MANHATTAN,10025,40.792854,-73.96753,"(40.792854, -73.96753)",COLUMBUS AVENUE                 ,WEST 96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542857,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,7:33,,,40.714424,-73.914246,"(40.714424, -73.914246)",FLUSHING AVENUE                 ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3542400,Sedan,Sedan,,,
10/18/2016,15:30,BROOKLYN,11207,40.6545,-73.88222,"(40.6545, -73.88222)",FLATLANDS AVENUE                ,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542700,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,11:58,MANHATTAN,10016,40.744442,-73.979065,"(40.744442, -73.979065)",3 AVENUE                        ,EAST 32 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3542611,Sedan,Taxi,,,
10/18/2016,23:15,,,40.747234,-73.99337,"(40.747234, -73.99337)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3543143,Taxi,Taxi,,,
10/18/2016,10:00,,,40.701405,-73.82392,"(40.701405, -73.82392)",JAMAICA AVENUE                  ,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,3542387,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:10,,,40.638317,-74.02104,"(40.638317, -74.02104)",BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542739,Sedan,Sedan,,,
10/18/2016,9:00,QUEENS,11101,40.739998,-73.94761,"(40.739998, -73.94761)",23 STREET                       ,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542846,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:15,,,40.78355,-73.96584,"(40.78355, -73.96584)",,,101       EAST DRIVE                    ,1,0,0,0,1,0,0,0,Driver Inexperience,,,,,3543116,Bike,,,,
10/18/2016,6:03,QUEENS,11413,40.674683,-73.7634,"(40.674683, -73.7634)",WESTGATE STREET                 ,136 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542748,Sedan,,,,
10/18/2016,7:50,BRONX,10470,40.895466,-73.87713,"(40.895466, -73.87713)",EAST 233 STREET                 ,VANCORTLANDT PARK EAST,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3544397,Van,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:16,MANHATTAN,10016,40.750904,-73.98068,"(40.750904, -73.98068)",EAST 39 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542609,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,16:20,BRONX,10461,40.85583,-73.854515,"(40.85583, -73.854515)",LYDIG AVENUE                    ,YATES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543198,Sedan,Sedan,,,
10/18/2016,13:45,,,40.76319,-73.80644,"(40.76319, -73.80644)",159 STREET                      ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Passing or Lane Usage Improper,,,,3542532,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:05,,,40.62558,-74.16354,"(40.62558, -74.16354)",SPARTAN AVENUE                  ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Turning Improperly,,,,3542836,Bus,Sedan,,,
10/18/2016,19:00,,,,,,CASTLE HILL AVENUE              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542865,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,22:50,,,40.6656,-73.74648,"(40.6656, -73.74648)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543132,Sedan,Sedan,,,
10/18/2016,14:30,,,40.64511,-73.874886,"(40.64511, -73.874886)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3542557,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/18/2016,20:00,,,40.732136,-73.919014,"(40.732136, -73.919014)",LIE LOWER LEVEL (CDR)           ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3545521,Sedan,Sedan,,,
10/18/2016,6:30,QUEENS,11691,40.595802,-73.764656,"(40.595802, -73.764656)",SEAGIRT BOULEVARD               ,BEACH 32 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542615,,,,,
10/18/2016,16:45,QUEENS,11434,40.656708,-73.76744,"(40.656708, -73.76744)",,,150-34    BREWER BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3542717,Sedan,Sedan,Sedan,,
10/18/2016,10:20,,,40.7321,-73.74701,"(40.7321, -73.74701)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,3542787,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,20:30,MANHATTAN,10035,40.798626,-73.93953,"(40.798626, -73.93953)",3 AVENUE                        ,EAST 117 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3545557,,,,,
10/18/2016,8:40,BRONX,10468,40.87167,-73.897804,"(40.87167, -73.897804)",WEST 197 STREET                 ,RESERVOIR AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542624,Sedan,Sedan,,,
10/18/2016,19:02,MANHATTAN,10003,40.7326,-73.987686,"(40.7326, -73.987686)",3 AVENUE                        ,EAST 13 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543662,Bus,Bike,,,
10/18/2016,18:00,,,40.847614,-73.887794,"(40.847614, -73.887794)",CLINTON AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,3543497,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,16:00,,,40.61965,-74.09969,"(40.61965, -74.09969)",VICTORY BOULEVARD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543188,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,14:45,QUEENS,11373,40.738598,-73.87744,"(40.738598, -73.87744)",BROADWAY                        ,51 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3542634,Sedan,Box Truck,,,
10/18/2016,9:50,BRONX,10451,40.817387,-73.92277,"(40.817387, -73.92277)",EAST 149 STREET                 ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542673,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
10/18/2016,16:55,QUEENS,11373,40.73553,-73.889206,"(40.73553, -73.889206)",,,51-18     74 STREET                     ,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3543178,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,10:38,MANHATTAN,10065,40.76661,-73.965,"(40.76661, -73.965)",EAST 66 STREET                  ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543078,Sedan,Sedan,,,
10/18/2016,7:30,QUEENS,11385,40.708347,-73.89522,"(40.708347, -73.89522)",,,64-04     WOODBINE STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542453,Sedan,,,,
10/18/2016,9:28,MANHATTAN,10065,,,,EAST 63 ST                      ,1ST AVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3542471,Station Wagon/Sport Utility Vehicle,Sedan,Pick-up Truck,,
10/18/2016,17:42,BROOKLYN,11218,40.643505,-73.98064,"(40.643505, -73.98064)",DAHILL ROAD                     ,LOUISA STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3543718,Sedan,Motorcycle,,,
10/18/2016,14:00,QUEENS,11432,40.707943,-73.78375,"(40.707943, -73.78375)",,,177-01    JAMAICA AVENUE                ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3542723,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,8:10,,,40.691715,-73.922356,"(40.691715, -73.922356)",GROVE STREET                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542360,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,0:57,STATEN ISLAND,10306,40.57969,-74.100395,"(40.57969, -74.100395)",HYLAN BOULEVARD                 ,HUNTER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542722,Motorbike,,,,
10/18/2016,19:15,MANHATTAN,10017,40.75519,-73.97122,"(40.75519, -73.97122)",EAST 49 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542612,Van,Sedan,,,
10/18/2016,8:15,MANHATTAN,10011,40.745823,-74.001816,"(40.745823, -74.001816)",WEST 22 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543137,Motorcycle,Sedan,,,
10/18/2016,8:00,BROOKLYN,11206,40.707653,-73.93984,"(40.707653, -73.93984)",BUSHWICK AVENUE                 ,MONTROSE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542386,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,12:30,QUEENS,11432,40.719913,-73.79108,"(40.719913, -73.79108)",GRAND CENTRAL PARKWAY           ,175 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542755,Sedan,Sedan,,,
10/18/2016,18:05,QUEENS,11433,40.70313,-73.789444,"(40.70313, -73.789444)",,,168-37    LIBERTY AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542732,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:05,,,40.65836,-73.930084,"(40.65836, -73.930084)",EAST 51 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542921,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:00,,,40.672955,-73.89509,"(40.672955, -73.89509)",NEW JERSEY AVENUE               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543500,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:35,BROOKLYN,11205,40.691223,-73.952774,"(40.691223, -73.952774)",,,585       DE KALB AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3562751,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,15:47,BROOKLYN,11213,40.671627,-73.93364,"(40.671627, -73.93364)",STERLING PLACE                  ,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3543189,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,13:10,,,40.624958,-74.145775,"(40.624958, -74.145775)",FOREST AVENUE                   ,TRANTOR PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542834,Sedan,Sedan,,,
10/18/2016,20:00,MANHATTAN,10001,40.750713,-73.99453,"(40.750713, -73.99453)",,,430       8 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543558,Station Wagon/Sport Utility Vehicle,Taxi,,,
10/18/2016,19:45,,,40.835873,-73.8699,"(40.835873, -73.8699)",CROSS BRONX EXPY                ,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3542871,Sedan,Sedan,,,
10/18/2016,17:30,,,40.764267,-73.722946,"(40.764267, -73.722946)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3542751,Station Wagon/Sport Utility Vehicle,Box Truck,,,
10/18/2016,21:20,,,40.81509,-73.83608,"(40.81509, -73.83608)",BRONX WHITESTONE BRIDGE         ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3548345,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,14:35,,,40.78296,-73.94403,"(40.78296, -73.94403)",EAST 96 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3543641,Sedan,Sedan,,,
10/18/2016,14:30,QUEENS,11385,40.699963,-73.89933,"(40.699963, -73.89933)",,,72-20     FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543458,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,7:15,MANHATTAN,10035,40.802753,-73.93358,"(40.802753, -73.93358)",2 AVENUE                        ,EAST 125 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542577,Pick-up Truck,,,,
10/18/2016,6:24,,,40.696556,-73.98091,"(40.696556, -73.98091)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3543272,Sedan,,,,
10/18/2016,13:50,QUEENS,11414,40.662525,-73.83684,"(40.662525, -73.83684)",,,157-14    97 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542547,Sedan,Sedan,,,
10/18/2016,10:30,,,40.630104,-74.14169,"(40.630104, -74.14169)",,,37        WALKER STREET                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542833,Sedan,,,,
10/18/2016,16:30,,,40.69654,-73.72703,"(40.69654, -73.72703)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3542715,Sedan,Sedan,,,
10/18/2016,22:10,,,40.87297,-73.844215,"(40.87297, -73.844215)",EASTCHESTER ROAD                ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3547555,,,,,
10/18/2016,2:05,,,,,,SHORE PARKWAY                   ,26 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542325,Sedan,Sedan,,,
10/18/2016,10:30,MANHATTAN,10036,,,,12 AVENUE                       ,WEST 43 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543136,Taxi,Bike,,,
10/18/2016,17:10,BROOKLYN,11204,40.61002,-73.98905,"(40.61002, -73.98905)",,,7402      21 AVENUE                     ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3543120,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,9:20,BROOKLYN,11232,40.648045,-74.00009,"(40.648045, -74.00009)",40 STREET                       ,7 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3542323,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,15:35,,,40.75514,-73.92213,"(40.75514, -73.92213)",STEINWAY STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543086,Station Wagon/Sport Utility Vehicle,Box Truck,,,
10/18/2016,14:00,,,40.742657,-73.846214,"(40.742657, -73.846214)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,Unspecified,,,3542816,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/18/2016,16:30,QUEENS,11373,40.7334,-73.87508,"(40.7334, -73.87508)",57 AVENUE                       ,SEABURY STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542819,Sedan,Bus,,,
10/18/2016,9:00,,,40.73757,-74.00923,"(40.73757, -74.00923)",WEST 12 STREET                  ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3543452,Sedan,Box Truck,,,
10/18/2016,1:10,,,,,,MOSHOLU PARKWAY                 ,VANCORTLANDT PARK WEST,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542618,Sedan,,,,
10/18/2016,8:00,,,,,,WILLIAMSBRIDGE ROAD             ,PELHAM PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3543072,Bus,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,20:45,BROOKLYN,11211,40.7154,-73.92693,"(40.7154, -73.92693)",GRAND STREET                    ,GARDNER AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3546819,Tractor Truck Diesel,Tractor Truck Diesel,,,
10/18/2016,15:12,,,40.69513,-73.81231,"(40.69513, -73.81231)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542726,Taxi,,,,
10/18/2016,8:54,BRONX,10455,40.80853,-73.90497,"(40.80853, -73.90497)",BRUCKNER BOULEVARD              ,EAST 144 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542679,Station Wagon/Sport Utility Vehicle,Flat Bed,,,
10/18/2016,12:05,,,40.878643,-73.871605,"(40.878643, -73.871605)",WEBSTER AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543954,Bus,Sedan,,,
10/18/2016,2:00,BRONX,10457,40.840965,-73.91135,"(40.840965, -73.91135)",,,1511      SHERIDAN AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543114,Sedan,,,,
