CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2016,15:00,QUEENS,11362,40.76057,-73.731285,"(40.76057, -73.731285)",,,249-10    HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542593,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:50,QUEENS,11356,40.792557,-73.84263,"(40.792557, -73.84263)",5 AVENUE                        ,125 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542529,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,13:00,,,40.766685,-73.892136,"(40.766685, -73.892136)",ASTORIA BOULEVARD               ,77 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543082,Sedan,Tractor Truck Diesel,,,
10/18/2016,8:45,MANHATTAN,10035,,,,EAST 125 STREET                 ,PARK AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3542578,Taxi,Taxi,,,
10/18/2016,15:15,,,40.760754,-73.958855,"(40.760754, -73.958855)",EAST 62 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542934,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:29,STATEN ISLAND,10312,40.560093,-74.17328,"(40.560093, -74.17328)",DRUMGOOLE ROAD WEST             ,WATKINS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3543492,Sedan,Sedan,,,
10/18/2016,16:40,,,40.74282,-73.82726,"(40.74282, -73.82726)",HORACE HARDING EXPRESSWAY       ,MAIN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3542772,Sedan,Sedan,,,
10/18/2016,15:50,,,40.78318,-73.94362,"(40.78318, -73.94362)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542780,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,14:56,,,40.750435,-73.95148,"(40.750435, -73.95148)",9 STREET                        ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3544325,PK,Sedan,,,
10/18/2016,8:30,MANHATTAN,10018,40.755642,-73.99097,"(40.755642, -73.99097)",,,607       8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3543544,Tractor Truck Diesel,,,,
10/18/2016,9:00,MANHATTAN,10027,40.815525,-73.959724,"(40.815525, -73.959724)",TIEMANN PLACE                   ,CLAREMONT AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3550688,Sedan,Dump,,,
10/18/2016,10:00,,,40.82497,-73.92228,"(40.82497, -73.92228)",CONCOURSE VILLAGE WEST          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543234,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,13:55,QUEENS,11432,40.70375,-73.79916,"(40.70375, -73.79916)",160 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3542724,van,,,,
10/18/2016,12:00,BROOKLYN,11228,40.619003,-74.01596,"(40.619003, -74.01596)",82 STREET                       ,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543384,Sedan,,,,
10/18/2016,14:51,QUEENS,11434,40.666695,-73.767136,"(40.666695, -73.767136)",FARMERS BOULEVARD               ,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3542711,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,18:00,BROOKLYN,11203,40.65117,-73.9419,"(40.65117, -73.9419)",EAST 38 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542918,Sedan,,,,
10/18/2016,6:10,BROOKLYN,11201,40.703327,-73.993095,"(40.703327, -73.993095)",BROOKLYN BRIDGE                 ,WATER STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542244,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,10:30,BROOKLYN,11222,40.729702,-73.957565,"(40.729702, -73.957565)",,,140       FRANKLIN STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3542396,Sedan,Box Truck,,,
10/18/2016,16:54,BROOKLYN,11231,40.67326,-74.00029,"(40.67326, -74.00029)",COURT STREET                    ,BUSH STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3542625,Sedan,Sedan,,,
10/18/2016,6:45,QUEENS,11421,40.69366,-73.85217,"(40.69366, -73.85217)",WOODHAVEN BOULEVARD             ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542254,Sedan,Sedan,,,
10/18/2016,0:00,,,40.86804,-73.879105,"(40.86804, -73.879105)",MOSHOLU PARKWAY                 ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3543956,Sedan,Sedan,,,
10/18/2016,17:10,BROOKLYN,11203,40.655334,-73.93077,"(40.655334, -73.93077)",UTICA AVENUE                    ,LENOX ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3547065,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,20:30,,,40.767612,-73.950005,"(40.767612, -73.950005)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542908,Sedan,Sedan,,,
10/18/2016,15:05,BRONX,10456,40.833286,-73.914085,"(40.833286, -73.914085)",EAST 167 STREET                 ,MORRIS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542928,Sedan,Bus,,,
10/18/2016,19:00,MANHATTAN,10036,,,,,,700       8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543599,Sedan,Taxi,,,
10/18/2016,10:45,,,40.845276,-73.93057,"(40.845276, -73.93057)",HARLEM RIVER DRIVE RAMP         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3545428,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,18:00,,,40.651398,-74.01058,"(40.651398, -74.01058)",GOWANUS EXPY (BQE)              ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3542630,Station Wagon/Sport Utility Vehicle,Box Truck,Station Wagon/Sport Utility Vehicle,,
10/18/2016,14:00,BROOKLYN,11203,40.655884,-73.942406,"(40.655884, -73.942406)",CLARKSON AVENUE                 ,EAST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3547061,Sedan,Sedan,,,
10/18/2016,6:55,,,40.694115,-73.85237,"(40.694115, -73.85237)",WOODHAVEN BOULEVARD             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3542252,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,17:33,,,40.646378,-73.97085,"(40.646378, -73.97085)",CONEY ISLAND AVENUE             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543762,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,14:40,QUEENS,11356,40.78167,-73.83075,"(40.78167, -73.83075)",,,137-11    20 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3543209,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,10:20,MANHATTAN,10021,40.76906,-73.961105,"(40.76906, -73.961105)",EAST 71 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3555476,Sedan,Sedan,Sedan,,
10/18/2016,8:02,BROOKLYN,11218,40.631275,-73.97606,"(40.631275, -73.97606)",18 AVENUE                       ,EAST 2 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,3548212,Sedan,,,,
10/18/2016,17:20,,,40.704494,-73.93905,"(40.704494, -73.93905)",BUSHWICK AVENUE                 ,,,1,0,0,0,1,0,0,0,Brakes Defective,Unspecified,,,,3542829,Pick-up Truck,Bike,,,
10/18/2016,23:10,,,40.88742,-73.89449,"(40.88742, -73.89449)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3542631,Sedan,,,,
10/18/2016,8:25,,,40.75533,-73.99119,"(40.75533, -73.99119)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3543552,Refrigerated Van,Sedan,,,
10/18/2016,16:45,BROOKLYN,11214,40.60877,-73.99902,"(40.60877, -73.99902)",,,1852      82 STREET                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3543119,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/18/2016,18:45,,,40.63429,-74.131165,"(40.63429, -74.131165)",,,1442      CASTLETON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3542835,Sedan,,,,
10/18/2016,19:25,,,40.66665,-73.88206,"(40.66665, -73.88206)",NEW LOTS AVENUE                 ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3542702,Sedan,,,,
10/18/2016,16:00,BROOKLYN,11213,40.66777,-73.94514,"(40.66777, -73.94514)",BROOKLYN AVENUE                 ,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3551877,Station Wagon/Sport Utility Vehicle,Box Truck,,,
10/18/2016,7:50,BROOKLYN,11221,40.69609,-73.91911,"(40.69609, -73.91911)",,,157       MENAHAN STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542288,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,16:15,QUEENS,11420,40.665943,-73.81662,"(40.665943, -73.81662)",NORTH CONDUIT AVENUE            ,150 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542649,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
10/18/2016,17:00,QUEENS,11434,40.661163,-73.770805,"(40.661163, -73.770805)",,,175-07    147 AVENUE                    ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3542716,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:15,,,40.73072,-73.94878,"(40.73072, -73.94878)",JEWEL STREET                    ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542472,Sedan,Sedan,,,
10/18/2016,17:21,QUEENS,11692,40.58675,-73.801704,"(40.58675, -73.801704)",BEACH 74 STREET                 ,SHORE FRONT PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542719,Sedan,Sedan,,,
10/18/2016,9:00,BRONX,10453,40.846893,-73.92055,"(40.846893, -73.92055)",UNIVERSITY AVENUE               ,WEST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3550189,Sedan,,,,
10/18/2016,8:30,,,,,,,,71        EAST DRIVE                    ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3542518,Bike,,,,
10/18/2016,18:30,MANHATTAN,10011,40.739136,-73.99926,"(40.739136, -73.99926)",,,77        7 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3545091,Station Wagon/Sport Utility Vehicle,Taxi,,,
10/18/2016,16:30,QUEENS,11423,40.71928,-73.76362,"(40.71928, -73.76362)",HILLSIDE AVENUE                 ,199 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3542729,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:30,QUEENS,11103,40.764587,-73.90452,"(40.764587, -73.90452)",49 STREET                       ,25 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542482,Sedan,Sedan,,,
10/18/2016,9:20,,,40.74163,-73.95306,"(40.74163, -73.95306)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,3543181,PK,Sedan,,,
10/18/2016,15:45,QUEENS,11434,40.660732,-73.77477,"(40.660732, -73.77477)",ROCKAWAY BOULEVARD              ,146 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543131,Sedan,Box Truck,,,
10/18/2016,14:05,MANHATTAN,10003,40.733433,-73.9955,"(40.733433, -73.9955)",5 AVENUE                        ,EAST 10 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3543489,Taxi,Sedan,Taxi,,
10/18/2016,19:45,QUEENS,11435,40.701775,-73.80794,"(40.701775, -73.80794)",JAMAICA AVENUE                  ,SUTPHIN BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3544811,Sedan,,,,
10/18/2016,19:19,MANHATTAN,10065,40.763546,-73.969345,"(40.763546, -73.969345)",PARK AVENUE                     ,EAST 60 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3543506,Sedan,,,,
10/18/2016,16:00,BROOKLYN,11222,40.72507,-73.93869,"(40.72507, -73.93869)",,,42        HAUSMAN STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3542885,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,13:50,MANHATTAN,10003,40.73624,-73.99209,"(40.73624, -73.99209)",,,54        EAST 15 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3545092,Sedan,Sedan,,,
10/18/2016,13:00,QUEENS,11415,40.707096,-73.834984,"(40.707096, -73.834984)",83 AVENUE                       ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542474,Sedan,,,,
10/18/2016,8:38,,,40.716022,-73.99132,"(40.716022, -73.99132)",ORCHARD STREET                  ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3543109,Hino,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:05,BROOKLYN,11214,40.596745,-73.985275,"(40.596745, -73.985275)",STILLWELL AVENUE                ,86 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3543118,Sedan,,,,
10/18/2016,17:00,MANHATTAN,10032,40.8429,-73.93843,"(40.8429, -73.93843)",WEST 171 STREET                 ,SAINT NICHOLAS AVENUE,,10,0,0,0,0,0,10,0,Backing Unsafely,Unspecified,,,,3544581,Sedan,Sedan,,,
10/18/2016,8:49,,,40.736145,-73.92651,"(40.736145, -73.92651)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542842,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,11:30,BRONX,10468,40.859604,-73.90778,"(40.859604, -73.90778)",UNIVERSITY AVENUE               ,WEST 183 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3543957,Sedan,Taxi,,,
10/18/2016,22:24,BROOKLYN,11208,40.680016,-73.87743,"(40.680016, -73.87743)",ATLANTIC AVENUE                 ,LOGAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543098,Sedan,Sedan,,,
10/18/2016,17:45,MANHATTAN,10075,40.774323,-73.96149,"(40.774323, -73.96149)",EAST 77 STREET                  ,PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3543807,Sedan,Motorcycle,,,
10/18/2016,10:00,,,40.7374,-73.931915,"(40.7374, -73.931915)",BORDEN AVENUE                   ,35 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542844,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,20:05,MANHATTAN,10007,40.71456,-74.00998,"(40.71456, -74.00998)",,,65        WEST BROADWAY                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543212,Sedan,Sedan,,,
10/18/2016,14:30,,,40.812065,-73.89579,"(40.812065, -73.89579)",BARRY STREET                    ,LEGGETT AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Traffic Control Disregarded,,,,3543269,Sedan,,,,
10/18/2016,16:53,BROOKLYN,11206,40.697407,-73.93601,"(40.697407, -73.93601)",BROADWAY                        ,MELROSE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542728,Sedan,Sedan,,,
10/18/2016,10:20,QUEENS,11691,40.596325,-73.76673,"(40.596325, -73.76673)",SEAGIRT BOULEVARD               ,ROCKAWAY FREEWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542616,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,12:11,,,40.7371,-73.90372,"(40.7371, -73.90372)",61 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542493,Sedan,,,,
10/18/2016,20:30,,,40.688416,-73.87559,"(40.688416, -73.87559)",JAMAICA AVENUE                  ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3543080,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,14:40,,,40.71433,-73.99329,"(40.71433, -73.99329)",DIVISION STREET                 ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3543555,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,8:15,MANHATTAN,10003,40.731766,-73.98225,"(40.731766, -73.98225)",,,251       1 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3545085,Tractor Truck Gasoline,Sedan,,,
10/18/2016,16:00,,,40.665245,-73.87513,"(40.665245, -73.87513)",LINDEN BOULEVARD                ,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,3542685,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,18:22,BROOKLYN,11201,40.688698,-73.99287,"(40.688698, -73.99287)",,,154       COURT STREET                  ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3542622,Sedan,,,,
10/18/2016,7:55,,,40.890675,-73.89777,"(40.890675, -73.89777)",BROADWAY                        ,MANHATTAN COLLEGE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542619,Sedan,NYCTA,,,
10/18/2016,10:30,,,40.682987,-73.86195,"(40.682987, -73.86195)",95 AVENUE                       ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3542457,Sedan,Motorcycle,,,
10/18/2016,9:45,QUEENS,11423,40.71363,-73.77882,"(40.71363, -73.77882)",,,88-08     183 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3542508,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,15:15,MANHATTAN,10004,40.70315,-74.014435,"(40.70315, -74.014435)",STATE STREET                    ,PEARL STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3543210,Dump,Taxi,,,
10/18/2016,12:30,,,40.886612,-73.90703,"(40.886612, -73.90703)",RIVERDALE AVENUE                ,WEST 236 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3543514,Sedan,,,,
10/18/2016,13:22,QUEENS,11375,40.720566,-73.8459,"(40.720566, -73.8459)",AUSTIN STREET                   ,70 ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542550,Box Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,9:25,QUEENS,11368,40.735657,-73.85996,"(40.735657, -73.85996)",,,98-25     HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542815,Box Truck,Sedan,,,
10/18/2016,18:40,,,40.79522,-73.921524,"(40.79522, -73.921524)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3543313,Station Wagon/Sport Utility Vehicle,,,,
10/18/2016,18:40,QUEENS,11363,40.76229,-73.75711,"(40.76229, -73.75711)",NORTHERN BOULEVARD              ,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543225,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,11:00,,,40.802822,-73.930405,"(40.802822, -73.930405)",HARLEM RIVER DRIVE              ,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,,,,,3542567,Sedan,,,,
10/18/2016,9:00,BROOKLYN,11236,40.631847,-73.9677,"(40.631847, -73.9677)",,,972       REMSEN AVENUE                 ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3543094,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/18/2016,16:00,,,40.726406,-73.98618,"(40.726406, -73.98618)",1 AVENUE                        ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3543660,Van,,,,
10/18/2016,8:57,,,40.76817,-73.9528,"(40.76817, -73.9528)",EAST 74 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3546071,Sedan,Flat Bed,,,
10/18/2016,22:10,,,40.765358,-73.965904,"(40.765358, -73.965904)",LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543578,Convertible,Taxi,,,
10/18/2016,19:10,,,40.66551,-73.992775,"(40.66551, -73.992775)",4 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,3542629,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,13:37,,,40.668266,-73.84214,"(40.668266, -73.84214)",SOUTH CONDUIT AVENUE            ,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542525,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,13:23,QUEENS,11375,40.71614,-73.83357,"(40.71614, -73.83357)",QUEENS BOULEVARD                ,77 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3542597,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,17:55,BRONX,10462,40.856804,-73.86098,"(40.856804, -73.86098)",PELHAM PARKWAY SOUTH            ,BOGART AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3543197,Sedan,Sedan,Sedan,,
10/18/2016,17:20,BROOKLYN,11217,40.680733,-73.97451,"(40.680733, -73.97451)",6 AVENUE                        ,BERGEN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3542669,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/18/2016,11:45,MANHATTAN,10012,40.723618,-73.99281,"(40.723618, -73.99281)",,,274       BOWERY                        ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3543562,Sedan,Box Truck,,,
10/18/2016,10:40,,,40.625973,-73.97624,"(40.625973, -73.97624)",MC DONALD AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3543716,Sedan,Sedan,,,
10/18/2016,6:30,QUEENS,11413,40.675213,-73.7378,"(40.675213, -73.7378)",232 STREET                      ,MERRICK BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3542379,Sedan,,,,
10/18/2016,17:25,BROOKLYN,11220,40.64177,-74.024574,"(40.64177, -74.024574)",2 AVENUE                        ,63 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3542628,Sedan,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,16:30,QUEENS,11356,40.78166,-73.83523,"(40.78166, -73.83523)",,,133-11    20 AVENUE                     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3542773,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,22:50,BROOKLYN,11216,40.68096,-73.93765,"(40.68096, -73.93765)",DECATUR STREET                  ,MARCUS GARVEY BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Following Too Closely,,,,3543789,Sedan,Sedan,,,
10/18/2016,20:15,,,40.786133,-73.824356,"(40.786133, -73.824356)",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,3542777,Sedan,Tractor Truck Diesel,,,
10/18/2016,8:00,,,40.83302,-73.862724,"(40.83302, -73.862724)",WESTCHESTER AVENUE              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3542568,Taxi,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,21:15,,,40.775043,-73.96516,"(40.775043, -73.96516)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3547666,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,14:30,QUEENS,11367,40.729927,-73.81815,"(40.729927, -73.81815)",,,150-05    70 ROAD                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3542763,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
10/18/2016,7:15,BROOKLYN,11226,40.644615,-73.962166,"(40.644615, -73.962166)",BEVERLEY ROAD                   ,EAST 18 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543536,Sedan,Sedan,,,
10/18/2016,12:05,BRONX,10466,40.900105,-73.84214,"(40.900105, -73.84214)",,,2100      NEREID AVENUE                 ,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3542469,Box Truck,,,,
10/18/2016,11:00,MANHATTAN,10016,40.74701,-73.977196,"(40.74701, -73.977196)",EAST 36 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3542610,Van,Taxi,,,
10/18/2016,2:00,,,40.714104,-73.95322,"(40.714104, -73.95322)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3542405,Box Truck,Sedan,,,
10/18/2016,14:00,BRONX,10462,40.85048,-73.866844,"(40.85048, -73.866844)",,,2009      CRUGER AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3543074,Sedan,,,,
